FILL_POLL_START status=/proc/asound/card2/pcm0p/sub0/status duration=60s hz=10
1787363073.744604 RUNNING 4305920 4303398
1787363073.847962 RUNNING 4311040 4308391
1787363073.951144 RUNNING 4316160 4313335
1787363074.054276 RUNNING 4321280 4318280
1787363074.157851 RUNNING 4325376 4323225
1787363074.260913 RUNNING 4330496 4328169
1787363074.364248 RUNNING 4335616 4333162
1787363074.468477 RUNNING 4340736 4338155
1787363074.573023 RUNNING 4345856 4343195
1787363074.676825 RUNNING 4350976 4348140
1787363074.779942 RUNNING 4356096 4353085
1787363074.883398 RUNNING 4360192 4358077
1787363074.986651 RUNNING 4365312 4363022
FILL_POLL_END
